image_id,prediction,ground_truth
336586db-73b0-42d4-8570-1b1958632110,"canvas, oil paint","canvas, oil paint"
33978210-dd89-45d2-84e8-5d732326b7bb,"oil paint, panel",watercolor paint
33d90da7-9713-42bf-8627-dd9fefb55946,"oil paint, panel","oil paint, panel"
34060d15-fa1f-429a-9a62-3e5ddfcaab07,"canvas, oil paint","canvas, oil paint"
34081628-738d-4eca-bcac-9fe69a2ce788,"canvas, oil paint","canvas, oil paint"
34218040-6d2e-41eb-a0af-6618069822aa,"canvas, oil paint","canvas, oil paint"
34454c6e-e350-457a-a90e-19f0401b1252,"oil paint, panel","canvas, oil paint"
347f71a5-ade7-4fef-9e18-975707f85fd0,"canvas, oil paint","canvas, oil paint"
3486bd9e-0b49-45fc-ab79-e654e1474c8b,"oil paint, panel","oil paint, panel"
348ae08f-5e95-4b7c-9e70-510a8970afc6,"canvas, oil paint","canvas, oil paint"
34f26331-0431-487b-b893-20bdacd3d1e9,"oil paint, panel","canvas, tempera"
34fa2444-eae9-4ce1-a329-996c3103bcbb,"canvas, oil paint","canvas, oil paint"
3511e680-8e50-48e8-ae59-33fccd7bca1b,"canvas, oil paint","cardboard, tempera"
352520fa-afd8-49dc-9e30-da144bf59927,"canvas, oil paint","canvas, oil paint"
354f79db-73e7-42ce-be8d-3bb931089dae,"oil paint, panel","oil paint, panel"
35830957-bbbf-4a97-9434-d1b30f68a3ff,oil paint,"canvas, oil paint"
359fadc2-8a91-4f60-a7f0-5b32639d4a7f,"fresco, paint",fresco
35aa9929-518e-40e1-afed-d7513f020b2e,"canvas, oil paint","canvas, oil paint"
35b8cc1f-a0dc-4514-94cd-9cea6fc4d211,"canvas, oil paint",pastel
3644ec0a-3570-4623-a299-c7fa1a88a08b,"canvas, oil paint","oil paint, tin"
3686d05d-0665-42f8-a166-3ddaaf38704f,"canvas, oil paint","oil paint, panel"
36a4e90a-daa2-4a7e-b43a-7cc3baa47316,"oil paint, panel","oil paint, panel, wood"
36bd2d47-70ca-41b8-a22d-68b4a413504d,"canvas, oil paint","oil paint, panel"
36dce485-1e38-46bd-be3c-1780d19b7e80,"oil paint, panel","oil paint, panel"
36ded2e0-c496-4a38-86b6-c33cb0748667,"canvas, oil paint","oil paint, panel"
3737740d-4e06-4783-bec5-fd6dc3a2b928,"canvas, oil paint","oil paint, panel"
3743691d-99b9-4a15-be82-c6ad364118df,"oil paint, panel","oil paint, panel"
3761f4c4-f353-47f5-b57a-eccecf221b08,"canvas, oil paint","canvas, oil paint"
37ccb4ca-bce8-479f-bebe-77fc44ba077f,"canvas, oil paint","canvas, oil paint"
37df4579-66cb-4a4c-b04d-6201246ad358,"canvas, oil paint","canvas, oil paint"
38840e85-179c-45bd-b14a-e08d1121e8a8,"oil paint, panel","canvas, oil paint"
388c16c1-c7b0-45e4-ae3a-43d4e79a77f1,"canvas, oil paint",oil paint
3893021d-5d68-423b-9bfa-0ff4b7bfab0e,"canvas, oil paint","canvas, oil paint"
38b3d69e-fec7-40d7-b8eb-4cc0f9fa6752,"oil paint, panel","oil paint, panel"
38fdcaf8-e975-408d-bdab-634fabc185bb,"canvas, oil paint","canvas, oil paint"
395f9ae6-cb37-42fb-b2c1-d9647df9f926,"oil paint, panel","oil paint, panel"
39dd6067-86a1-46e5-956d-3b30c19953d9,"canvas, oil paint","canvas, oil paint"
3a532916-f450-4df2-a7f2-a61610e28c09,"canvas, oil paint","canvas, oil paint"
3a59f7c1-695b-45d2-9724-f0ac90cb6d31,"canvas, oil paint","canvas, oil paint"
3a972407-11dd-4413-bfcb-d3107c8bc589,"canvas, oil paint","canvas, oil paint"
3abd2078-4574-4bd6-a2d8-759deb805805,"canvas, oil paint","oil paint, panel"
3accb633-72c0-4034-b9ba-0b68a9b683bf,"canvas, oil paint","canvas, oil paint"
3adbce9a-bd73-489a-a0c6-1c6453b392bd,"canvas, oil paint","canvas, oil paint"
3aecbf59-4f0c-42ae-b0b1-3748b682a521,"canvas, oil paint","canvas, oil paint"
3afdc0fa-9353-4a2d-92e2-f9d436f1d3ec,"canvas, oil paint","canvas, oil paint"
3b099fce-2e50-4ca1-8e9b-cc513ad3c0bc,"canvas, oil paint","canvas, oil paint"
3b245d99-eea9-4c97-abdf-9fbbd3dfcca8,"canvas, oil paint","canvas, oil paint"
3b2beddb-b585-42a3-b622-d6da8980d885,"canvas, oil paint","canvas, oil paint"
3b519f10-d219-46f0-b2af-0e657e877ad3,"canvas, oil paint","canvas, oil paint"
3b649ed7-308e-40f0-b299-965dab454331,"oil paint, panel","oil paint, panel"
3baf8941-9055-485b-bb20-40b0a6585f25,"oil paint, panel","oil paint, panel"
3bb598a4-b493-4d76-bd79-5692a06dd2d5,"canvas, oil paint","canvas, oil paint"
3bd0ea6c-96d6-40fb-a245-5227feac5b72,"canvas, oil paint","canvas, oil paint"
3c0dc42c-1db6-4896-a0a3-9f53fd809081,"canvas, oil paint","oil paint, panel"
3c18af7a-bd9b-4863-b09c-7bab14a9005e,"canvas, oil paint","canvas, oil paint"
3c7ce961-16b1-4253-980e-e6520ee4ce9e,"canvas, oil paint","canvas, oil paint"
3c7f5a9e-aa9f-4f1f-b466-6d7cb47f2f5c,"canvas, oil paint","canvas, oil paint"
3cd433f3-f6d4-4b19-aad3-21cdd11aeba6,"oil paint, panel","canvas, oil paint"
3d9aecf9-252a-4aad-bb17-0e13058ccad4,"oil paint, panel","copper, vitreous enamel"
3db262d9-1d8c-42fa-833c-e008f3a5d45c,"panel, tempera","gold, panel, tempera"
3dd04c05-fbd5-492b-a4fe-201f3b6c4218,"canvas, oil paint","canvas, oil paint"
3df7707d-490c-45fb-9104-b8ea87e91f65,"canvas, oil paint","canvas, oil paint"
3e03a5b3-06c5-4015-bdd8-0c2b1252e5bd,"canvas, oil paint","oil paint, panel"
3e07b043-5a1b-433a-9df2-507c14c9606c,"canvas, oil paint","oil paint, panel, wood"
3e0f5d57-f39b-41dc-9cbb-7258547f81e6,"oil paint, panel","panel, tempera, transferred on canvas"
3e19bd02-4dd5-4e85-9060-0531d4fbcdda,"canvas, oil paint","canvas, oil paint"
3e3a010e-8f53-4768-b16c-d8ebf54a2a5d,"oil paint, panel","oil paint, panel"
3e4fc642-2d75-4e2d-b7b4-57bdce87658a,"canvas, oil paint","canvas, oil paint, panel"
3e6ff4e1-6a10-473e-911c-7e6ceff02fb9,"canvas, oil paint","canvas, oil paint"
3ec5cb67-529e-4b0e-9bf4-63baf15e9033,"canvas, oil paint","canvas, oil paint"
3f20f7bf-bca8-4848-a752-e696f12fb057,"canvas, oil paint","canvas, oil paint"
3f788d7a-85bf-4c77-aacb-39b4014533a0,"oil paint, panel","canvas, oil paint"
3fd9a05b-b0ae-472d-ae47-d4f8f3a41ea2,"canvas, oil paint","canvas, oil paint"
3fda2e18-b470-4139-9c48-74e96b474d27,"canvas, oil paint","canvas, oil paint"
40183b94-a0b4-4871-a391-d5aa1842232a,"gouache paint, paper","ivory, watercolor paint"
405ca90f-3c2c-41d1-9f1d-36ba31b22b51,"canvas, oil paint","canvas, oil paint"
40626758-166e-458a-813f-4269517e314e,"canvas, oil paint","canvas, oil paint"
40a97aaf-98c0-4f58-9b8e-a3b7d29660ba,"canvas, oil paint","canvas, oil paint"
40ca375b-38a4-4df7-b59f-0823258e73e5,"canvas, oil paint","canvas, oil paint"
40f8ce88-c40b-4418-a68c-e4ea619f99f4,"canvas, oil paint",watercolor paint
41928b60-edaf-4cbd-a47f-c467087afb2c,"canvas, oil paint","canvas, oil paint"
41b77341-dcfa-4aae-9b0d-272f1128a044,"canvas, oil paint","canvas, oil paint"
41fe6ac2-48be-4568-9c88-9035bc5c50df,"canvas, oil paint","canvas, oil paint"
421b7cc1-6652-465b-86a0-13d5f1ccc05a,"canvas, oil paint","canvas, oil paint"
427649e6-7257-471d-8d10-0e1f5560e355,"canvas, oil paint","canvas, oil paint"
42c55f4d-236f-4fed-ad4d-fe318db24251,"oil paint, panel","oil paint, panel"
431c9c9e-a1f9-45a9-bc88-dbafa9577513,"canvas, oil paint","canvas, oil paint"
43686750-45fe-4094-a602-67be11ec264c,oil paint,"canvas, oil paint"
4368f1f8-7e5e-40d4-8add-1391c7415730,"oil paint, panel","panel, tempera"
43ade17d-bf1a-4a9c-a855-26e6eab8ecb5,"panel, tempera","panel, tempera"
43d5b1bf-4c9a-4cae-807e-018ce2027842,"canvas, oil paint","canvas, oil paint"
443996fd-d0ec-4f37-8f06-824cb703c6d7,"canvas, oil paint","oil paint, panel"
44621d85-d5c1-4e51-93ad-840f51be9466,"oil paint, panel","canvas, oil paint"
4465a134-cf90-4147-b0b4-706894a1aa7c,"canvas, oil paint","canvas, oil paint"
448f2a1f-8752-4eca-8ab2-38added2820f,"canvas, oil paint","canvas, oil paint"
453bc578-27e4-42f5-ab9a-6c7632906592,"canvas, oil paint","canvas, oil paint"
4576b6dc-1f8f-421e-8a2b-22fbafb16c54,"canvas, oil paint","oil paint, panel"
45c7e2ea-9997-4297-9668-dc25e3f590c8,"canvas, oil paint","canvas, oil paint"
45cce676-380c-49a4-81ba-157d2514350e,"canvas, oil paint","canvas, oil paint"
46115f0c-c6ff-4c5b-a76b-71f13f2205c3,"canvas, oil paint","canvas, oil paint"
461b4cd5-13c1-483a-ac83-adc092cc648d,"canvas, oil paint","canvas, oil paint"
4624718a-4a69-4c63-8f9f-1740803ef1a4,"canvas, oil paint","canvas, oil paint"
463619ed-912a-4a46-b17e-1617afa69d2c,"canvas, oil paint","canvas, oil paint"
46642723-e365-4b18-a237-f4c06b111074,"canvas, oil paint","canvas, oil paint"
466c2f9c-2eb8-457d-85dd-72b548868508,"canvas, oil paint","canvas, oil paint"
46817707-8a22-4e67-8628-8f62c98c7b18,"canvas, oil paint","canvas, oil paint"
46b4ac7a-ce14-469e-b961-b9dd396579c8,"canvas, oil paint","oil paint, panel"
46b59aee-6cf0-4e48-9c17-3f86b63fe050,"canvas, oil paint","cardboard, oil paint"
46c73c73-5c10-4421-8682-173dec679453,"canvas, oil paint","canvas, oil paint"
46e0d172-6120-4108-b8b1-c067dc455a06,"canvas, oil paint","canvas, oil paint"
4733068b-2071-4ffa-a443-dd878fe7dc07,"canvas, oil paint","canvas, oil paint"
4734fae4-f40d-422b-9527-37134511b66c,"canvas, oil paint","canvas, oil paint"
47689990-380e-4ffc-a086-2788fd120d0b,"canvas, oil paint","canvas, oil paint"
47ab5291-0eb2-4ef0-b2b6-43627c5c2059,"canvas, oil paint","canvas, oil paint"
47cdc44c-3852-4d44-bcbc-6a668cad7040,"canvas, oil paint","canvas, oil paint"
47e0511d-940b-4b14-a754-037f05f81678,"oil paint, panel","oil paint, wood"
483a676f-2517-4781-ab13-893eef8716aa,"canvas, oil paint","canvas, oil paint"
484af0ad-cfa4-4bcd-84ea-2f099c1d2a09,"oil paint, panel","canvas, oil paint"
48a0cbeb-80bf-4259-b6e6-19f287f51961,"canvas, oil paint","oil paint, panel"
48ade423-95f1-471a-8442-1674f8a67de1,"canvas, oil paint","canvas, oil paint"
48da5f37-b878-464c-b531-12ed503f6e09,"canvas, oil paint","canvas, oil paint"
48daffba-db61-48bb-aa82-662b5c1ecb79,"oil paint, panel","canvas, tempera"
49123bd1-83ed-434b-9443-0f5d442de727,"canvas, oil paint","canvas, oil paint"
49132c1b-b046-4ab5-8fd3-18bb9f748cd8,"canvas, oil paint","oil paint, panel"
494298ed-7d7f-470a-b313-ea58088be35e,"canvas, oil paint","canvas, oil paint"
497334bb-3921-4f20-93d8-fe7376aa9b80,"canvas, oil paint","oil paint, paper"
497433d6-4942-4c2a-afb9-cdff097387ba,"oil paint, panel","paint, panel"
499299ab-941f-43ff-94db-9668b10fc2f7,"canvas, oil paint","canvas, oil paint"
49e2d1d8-b874-4e52-b6d6-6de828e32cff,"canvas, oil paint","canvas, oil paint"
49f6cf3e-2285-419f-a7ae-309a9ddc90ff,"canvas, oil paint","canvas, oil paint"
4a828a9c-1534-4f30-a5b9-f00237fdf837,"canvas, oil paint","canvas, oil paint"
4ac59245-fcc8-452c-9764-cdba72e0d439,"canvas, oil paint","copper, oil paint"
4ad59302-7699-4dcd-a5bf-73d570e7e241,"canvas, oil paint","canvas, oil paint"
4ae1de2b-18a5-477e-8ac0-d7463bd31751,"oil paint, panel","oil paint, paint, panel, poplar panel"
4afa4094-bfc4-4ce9-8746-b020afb6f843,"oil paint, panel","oil paint, panel"
4b2a5e61-7669-445b-9765-04c91f94addc,"canvas, oil paint","canvas, oil paint"
4b72f2eb-af04-429e-ae8a-e06607620f73,"canvas, oil paint","canvas, oil paint"
4bb0fd7f-6e7a-4288-8d2a-45d79ecaf019,"oil paint, panel","canvas, oil paint"
4bd9ace2-a584-440b-aaba-49b670267c9b,"canvas, oil paint","canvas, oil paint"
4bef5160-94aa-422b-8f11-c9d3283f464e,"canvas, oil paint","canvas, oil paint"
4c11b75b-81c0-4335-94c3-911c20290b3d,"oil paint, panel","oil paint, wood"
4c3dfbca-9a42-42be-ad58-f94255d81a39,"canvas, oil paint","canvas, oil paint"
4cb91114-bcee-4344-b8a7-b7a22f932d4e,"canvas, oil paint","canvas, oil paint"
4cf8e885-cfd3-47c2-9df0-61a46b7bd260,"canvas, oil paint","canvas, oil paint"
4d1915ee-ef90-48ec-9844-2705027113d9,"canvas, oil paint","canvas, oil paint"
4d272bbb-5a31-49e3-90eb-f04e7466f118,"canvas, oil paint","canvas, oil paint"
4d821ac7-b3d2-4af8-9b47-aef67e4a75ea,"canvas, oil paint","canvas, oil paint"
4dc4b7c3-e8cb-468c-99f6-4483f7fcaa71,"oil paint, panel","oil paint, panel"
4def5d13-42f9-4dbd-8a04-4224b0f90f26,"canvas, oil paint","canvas, oil paint"
4e401c94-1dd1-4782-806d-eed9ed8c6527,"canvas, oil paint","canvas, oil paint"
4e524f2c-6fe0-4727-9c98-171874fd2825,"oil paint, panel","oil paint, poplar panel"
4e7188a6-4245-4d5c-a335-7db766e35f9c,"canvas, oil paint","canvas, oil paint"
4e7e1874-ba58-4a46-bffa-4908f711bc9c,"canvas, oil paint","cardboard, oil paint"
4e993223-6d68-4e5d-8bae-a17f270fdb3f,"oil paint, panel","oil paint, panel"
4e9ec6fb-05f2-4e23-8463-bbdd245c10f1,"canvas, oil paint","canvas, oil paint"
4ed6a915-83eb-4f3f-a065-ccd4981b8e72,oil paint,"gold, oil paint, panel, tempera, wood"
4f14b5c2-7c34-4ff4-b1c7-083a0890d174,"canvas, oil paint","canvas, oil paint"
4f577162-e474-4244-82fc-8a87efa7e8cb,"canvas, oil paint","canvas, oil paint"
4f8a83c2-c656-4698-83c2-6e64c23573df,"canvas, oil paint","canvas, oil paint"
4fb04851-94ac-44cc-9e2c-b55fe914b863,"oil paint, panel",panel
4fb8d3f5-a779-441d-b70a-9f4c84ef3ecb,"canvas, oil paint","canvas, oil paint"
4fefa3d1-6ade-4aaf-b99f-83a43392619a,"canvas, oil paint","cardboard, oil paint"
500acefe-7e17-46ce-85b6-f5007401dc9c,"oil paint, panel","oil paint, panel"
5058e31f-4101-4914-8ab0-b9a6ad0d097e,"oil paint, panel","panel, tempera"
505bb35d-c57a-47ea-99aa-59f353dd9f50,"canvas, oil paint","canvas, oil paint"
506a6427-0049-4796-a534-3f4281a9f077,"panel, tempera","panel, tempera"
509f6eb4-d3fa-4c5a-bbaf-0c721f0d63fc,"canvas, oil paint","canvas, oil paint"
51021ccd-96f3-4400-9210-ff81a9366e42,"canvas, oil paint","ivory, watercolor paint"
513c0c79-967f-40b6-8fbe-9d4680e2a525,"canvas, oil paint","canvas, oil paint"
5151c9f3-cf9d-4598-ad74-90da585034d3,"canvas, oil paint","canvas, oil paint"
51a867a7-571b-4caf-8eea-2a37e7088695,"canvas, oil paint","canvas, oil paint"
51b00820-78f4-4a6d-9cf7-528036c12a02,"canvas, oil paint","canvas, oil paint"
51dd4992-ab78-4acf-ae16-37dbf1d532e1,"canvas, oil paint","canvas, oil paint"
52840469-8974-404b-8252-2e1444f1d8d4,"canvas, oil paint","canvas, oil paint"
52e97f0e-8e86-4871-a11a-569e854ed68b,oil paint,"oil paint, panel"
53747f27-200e-494a-82d7-be041b282f6d,"canvas, oil paint","canvas, oil paint"
537a3d3b-5092-48e5-ace1-3339fe3fc29b,"canvas, oil paint","canvas, oil paint"
53934132-6205-48d8-a367-bac191bd2684,"canvas, oil paint","canvas, oil paint"
53d0e56f-96e4-4c2a-b1ae-347a520c5fe1,"canvas, oil paint","canvas, oil paint"
5430cf90-21c2-463a-99fa-fdd3e390cc01,"canvas, oil paint","oil paint, panel"
54a711c8-2974-4ebd-b34e-9c1a5587dbc3,"canvas, oil paint","oil paint, panel"
54ac3514-28fd-4d3c-bede-aea248f6ff6c,"canvas, oil paint","canvas, oil paint"
54c09a15-ae3b-42a4-9092-b45f74612bf5,"canvas, oil paint","oil paint, poplar panel"
54d432d4-bb05-4554-bf7d-ece46578c938,"canvas, oil paint","canvas, oil paint"
54dea80b-ac5c-4f5d-866a-b68cb75d90db,"canvas, oil paint","canvas, oil paint"
54ef2133-91a3-4d38-a8ec-6db79448073b,"canvas, oil paint","canvas, oil paint"
5503c42c-6d8e-482f-a273-3d43d29c7363,"canvas, oil paint","canvas, oil paint"
551165e9-1421-4852-8f8f-60c0771ef563,"canvas, oil paint","canvas, oil paint"
553abb62-b999-4371-b13a-1881783a9295,"canvas, oil paint","canvas, oil paint"
55636cae-aa87-4ba9-9f76-a08af58d9fa4,"canvas, oil paint","canvas, oil paint"
5580b303-2ade-408f-9889-0b395dc3d0a9,"canvas, oil paint","copper, oil paint"
55c32a73-7ec3-454b-9954-af793baa7e80,"canvas, oil paint","canvas, oil paint"
5608c623-aef3-4731-84dc-3d4be91d56df,"canvas, oil paint","canvas, oil paint"
5610e8ff-825e-4a95-b7de-e0af5a4231e5,"oil paint, panel","oil paint, panel"
562a967d-b91c-4beb-aaf0-78f4f5c681bd,"canvas, oil paint","canvas, oil paint"
56528ab9-9e1a-4f08-8b6c-0e0374945a15,"canvas, oil paint","canvas, oil paint"
568f74aa-f26d-4073-b8bd-4006446ffea9,"canvas, oil paint","canvas, oil paint"
569fbdd7-0098-40a6-82bd-bd75e394a538,"oil paint, panel","canvas, oil paint"
56d57c39-26de-4ca6-9024-4f717e01a46a,"canvas, oil paint","canvas, oil paint"
5700576a-6fb6-4e69-bfbf-2c730724674b,"canvas, oil paint","canvas, oil paint"
570b2f2d-0a78-47f4-818d-02b68cda36eb,"canvas, oil paint","canvas, oil paint"
570ca728-16f6-4b13-a272-f54fb8c17735,"canvas, oil paint","canvas, oil paint"
57345c05-0ef1-4362-b52e-db41e0a4f678,"canvas, oil paint","canvas, oil paint"
57513db2-c4b2-4880-bb8a-e1dcd71ea86d,"canvas, oil paint","oil paint, panel"
57757cab-dcca-4287-90b9-d2d71dcf0cf3,"canvas, oil paint","canvas, oil paint"
5779b515-77bf-4579-b0e8-ce4dce4580a1,fresco,fresco
577bf1b5-340a-482a-baa7-90b0ba69a45f,"canvas, oil paint","canvas, oil paint"
57a9c4e4-f245-4b72-a1bf-f403af61aa94,"oil paint, panel","copper, oil paint"
57f431b9-52d9-479f-9b11-b66807393f34,"panel, tempera","panel, tempera"
582e4593-9b13-400f-93ef-0b56e9f5c375,"canvas, oil paint","canvas, oil paint"
5843ce8a-fd93-4c1d-8f9e-72cd834cb7a3,"oil paint, panel","canvas, oil paint"
5853c429-a556-4148-b2da-13657b258327,"canvas, oil paint","canvas, oil paint"
58899594-8d3d-4be9-ab6e-ba66242e7ec8,"canvas, oil paint","canvas, oil paint"
588a749b-92b0-40ae-be31-d4e1e984bef3,"canvas, oil paint","canvas, oil paint"
58a2c038-5069-4d32-982e-38d63d9f9341,"oil paint, panel","oil paint, panel"
58d18ecc-b1a3-4d78-bd29-ce68e5afd21c,"canvas, oil paint","canvas, oil paint"
58e171b2-8565-4e3a-9ad6-2ea03e282e08,"canvas, oil paint","canvas, oil paint"
593ea54e-d1d0-4109-bca4-aad612125324,"oil paint, panel","oil paint, panel"
59535272-8b1e-4d83-9d08-1b7c04ad2446,"canvas, oil paint","canvas, oil paint"
59758ada-6494-450a-8f7f-e33bb366955f,"canvas, oil paint","canvas, oil paint"
59aeae22-60c5-4b22-91d7-5b694edd5fe5,"canvas, oil paint","canvas, oil paint"
59be4818-acd0-4a9b-a4a4-c63ccbbd1282,"oil paint, panel","canvas, oil paint"
5a13e4c8-f8d4-455b-89f4-8884bb6f61e1,"canvas, oil paint","canvas, oil paint"
5a188b58-ad5a-4cb9-9a2a-4933f1bdc671,"canvas, oil paint","canvas, oil paint"
5aa2f715-3a0b-4cde-a538-2fd97c565c69,"canvas, oil paint","canvas, oil paint"
5aab3e71-8064-4664-bac3-5ec28a355fff,"canvas, oil paint","canvas, oil paint"
5afdcb83-15d2-4544-807f-1917d979f1cc,"canvas, oil paint","canvas, oil paint"
5b2c0dd9-e9fb-41ce-ba31-18d5310e90aa,"canvas, oil paint","oil paint, wood"
5b3e1d2b-fe0c-4a48-8a76-cb1d0788d45d,"canvas, oil paint","oil paint, panel"
5b7b176f-9f7d-4b21-92d7-8548ac2e1c7b,"canvas, oil paint","canvas, oil paint"
5b81f9c9-2da0-4ec9-a28f-b6c22f656de4,"canvas, oil paint","canvas, oil paint"
5bae949a-f978-4e57-924b-41b9cf03fc40,"canvas, oil paint","canvas, oil paint"
5bf900dd-6bc8-44dd-b281-1ed9e0c9724e,"canvas, oil paint","canvas, oil paint"
5c189e92-b8eb-4a1a-a3cc-e968f321fdf7,"panel, tempera","panel, tempera"
5c5621ad-f9fd-4f7d-a99e-9bda7ab041ed,"canvas, oil paint","canvas, oil paint"
5c57a2cf-eaac-42e0-af03-96fec9a9d470,"canvas, oil paint","canvas, oil paint"
5c711c3e-429f-4a9a-9518-b5d24160e54a,"canvas, oil paint","canvas, oil paint"
5c904979-2dc5-43a2-8066-a58a4ab2d292,"canvas, oil paint","cardboard, oil paint"
5cc65ff8-a5bd-4e63-949c-cccc180e3e5c,"canvas, oil paint","canvas, oil paint"
5ccb66e0-d064-4c88-9661-e3c4cf5d7b21,"canvas, oil paint","canvas, oil paint"
5cce0afa-5654-43b6-ade2-70a03a1aad48,"oil paint, panel","oil paint, panel"
5d25ce6e-7e7a-4573-9b7a-2e089a6dbfa5,"oil paint, panel","oil paint, panel"
5d4ad45d-f16c-4a05-8659-11558859202b,"canvas, oil paint","canvas, oil paint"
5d58acac-a713-4791-a5db-9e69ac451a8f,"canvas, oil paint","canvas, oil paint"
5d71940c-87bc-4086-ad63-1f19bc9efecb,"canvas, oil paint","canvas, oil paint"
5d84d60e-7460-41d4-af88-ddfd0df1e9ae,"canvas, oil paint","canvas, oil paint"
5dd8feb0-3747-47ae-b932-07698b166583,"canvas, oil paint","oil paint, wood"
5e172c64-ab4e-4dc3-8db9-7069355dfd14,fresco,fresco
5e50c4bb-4b6b-46ba-bc5d-d1cf16e805a9,"canvas, oil paint","cardboard, oil paint"
5e6209b3-aeff-4afb-ac2a-153f2b99a95d,"canvas, oil paint","canvas, oil paint"
5e743776-e17e-49e4-8e90-bcd99bb039de,"canvas, oil paint","canvas, oil paint"
5ecba13e-be80-4385-80e9-cec56d7e5b74,"canvas, oil paint","canvas, oil paint"
5eee5b71-b685-4903-a5a2-0cfe570485be,"oil paint, panel","canvas, oil paint"
5f2236dc-c579-49c3-b6d1-0b62a1542792,"canvas, oil paint","canvas, oil paint"
5f51d477-3e52-4313-9d49-f4d18691b03a,"canvas, oil paint","canvas, oil paint"
5f5ec02a-d272-4d2a-852b-7d1cd03a66b9,"canvas, oil paint","canvas, oil paint"
5f64ace2-b0a1-4d66-b604-1f7859c38d6b,"canvas, oil paint","canvas, oil paint"
5f6caada-b48e-458a-b447-1fc9ecd6063f,"canvas, oil paint","canvas, oil paint"
5f77bf4b-6d4b-4c8e-b565-9093e993bdf4,"canvas, oil paint","canvas, oil paint"
5fb0a6c4-4c28-4d70-b00e-9c12ab0bbd7f,"canvas, oil paint","canvas, oil paint"
5fbd3f86-85a6-4974-b873-7f89702da0d4,"canvas, oil paint","oil paint, panel"
5fc94102-5899-4cc4-9535-973677e55ee2,"canvas, oil paint","oil paint, panel"
5fea3aad-3d8f-460c-8ffe-2a7c3558354d,"canvas, oil paint","oil paint, panel"
5ffd48b7-7937-42be-a3c6-e6fecdaaaf9f,"canvas, oil paint","canvas, oil paint"
60101fc7-1d80-4caf-aa45-759722404823,"canvas, oil paint","canvas, oil paint"
60b27047-9e4b-4c83-a18f-8289cf1025e8,"canvas, oil paint","gouache paint, paper, watercolor paint"
60c48ff3-59b2-4bb7-b854-034a5f868375,"oil paint, panel","oil paint, panel"
60f72519-8f22-4781-b22b-a6a1ccdd7e0d,"canvas, oil paint","canvas, oil paint"
6126e79c-f7fc-4362-9b2d-a383187e1b41,"canvas, oil paint","canvas, oil paint"
61273c03-bd04-41f8-8ee5-e2b8b9205945,"canvas, oil paint","canvas, oil paint"
612fa264-aa2b-4970-a15d-8ea131900618,"canvas, oil paint","paper, tempera"
6167da5c-7575-4c4e-92f9-b1f9b0cbade4,"canvas, oil paint","oil paint, panel"
6193d940-8c71-4dc2-95fc-18bc30945787,"canvas, oil paint","canvas, oil paint"
61b0c21e-f877-4696-b875-a01fb7ed4dab,"canvas, oil paint","canvas, oil paint"
61bdd372-79fc-4af0-96a2-1d91974dce75,"oil paint, panel","oil paint, panel"
61c76c26-367b-4ed3-914c-2ee4c2b42463,"paper, watercolor paint","graphite, paper, watercolor paint"
6267b991-bf6c-46ab-ac04-f08094674642,"oil paint, panel","oil paint, panel"
62768458-df4f-48c9-a031-c86c42a37a4a,"oil paint, panel","oil paint, wood"
628cc65c-f1bf-405e-86e0-0636b9e652bc,"canvas, oil paint","canvas, oil paint"
62dffdd0-7e69-427a-b8b2-1afc9f147e18,"oil paint, panel","oil paint, panel"
630ef8eb-7f69-4aff-aa4d-4e4f2e16aa74,"canvas, oil paint","canvas, oil paint"
632e10c0-2231-459c-9a8f-58202946d574,"canvas, oil paint","oil paint, panel"
6331de6f-94b0-4497-b35f-b2345a7e9c60,"canvas, oil paint","oil paint, panel"
63a24f03-cfd7-4a4e-b5c6-562118a7f45c,"canvas, oil paint","canvas, oil paint"
63c91585-fc18-43f9-8974-500a906b035b,"canvas, oil paint","canvas, oil paint"
63e6d022-3e1a-472d-8769-6dd772a6e58c,"oil paint, panel","oil paint, panel"
643ca7a9-4755-455e-a15d-85812033d573,"canvas, oil paint","canvas, oil paint"
6477f42e-ac1f-47a3-a5a4-f1edd75d58fc,"canvas, oil paint","canvas, oil paint"
64b9f529-9625-4d64-b3f6-b04cf4ddbbb3,"canvas, oil paint","canvas, oil paint"
64eeaf50-03d6-4b1a-854c-e6ecf5bf326a,"oil paint, panel","oil paint, panel"
655deee8-7f8c-4987-88fb-5b1dccf96538,"canvas, oil paint","canvas, oil paint"
65819f7f-44a6-49c2-a36f-e97a44377266,"canvas, oil paint","canvas, oil paint"
66008323-1186-4ef7-a157-9570475c1057,"canvas, oil paint","canvas, oil paint"
6609a21e-fc5a-47d6-bed5-c3ca32e6179b,"canvas, oil paint","canvas, oil paint"
660ff871-8992-4635-827d-bcfb79d610ac,"canvas, oil paint","canvas, oil paint"
664e2f8a-9826-4dc6-8066-45c5b7a7198f,"canvas, oil paint","canvas, oil paint"
666abce5-d2d3-41de-886b-2183b841fc24,"canvas, oil paint","canvas, oil paint"
66ac8008-9b9a-4fbb-a8ba-abdfcb565e92,"oil paint, panel","canvas, oil paint"
66d5f597-1ffd-40f9-8ee6-ed394fa782b6,"canvas, oil paint","canvas, oil paint"
670f2996-3f75-4570-b3fb-094bd925e63b,"canvas, oil paint","canvas, oil paint"
67347233-e206-49d4-8d56-7d9229854a12,"oil paint, panel","panel, tempera"
