image_id,pred_clean,gt
3a532916-f450-4df2-a7f2-a61610e28c09,"landscape, village scene",landscape painting
3a59f7c1-695b-45d2-9724-f0ac90cb6d31,"portrait, genre painting",portrait
3a972407-11dd-4413-bfcb-d3107c8bc589,"Religious, Symbolism",religious art
3abd2078-4574-4bd6-a2d8-759deb805805,"Romanticism, Portraiture",portrait
3accb633-72c0-4034-b9ba-0b68a9b683bf,"Romanticism, Portraiture","genre art, mythological painting"
3adbce9a-bd73-489a-a0c6-1c6453b392bd,portrait,portrait
3aecbf59-4f0c-42ae-b0b1-3748b682a521,"Portraiture, Domestic","genre art, family portrait"
3afdc0fa-9353-4a2d-92e2-f9d436f1d3ec,"landscape, cityscape",landscape painting
3b099fce-2e50-4ca1-8e9b-cc513ad3c0bc,"Portraiture, Historical",portrait
3b245d99-eea9-4c97-abdf-9fbbd3dfcca8,"portrait, genre painting",portrait
3b2beddb-b585-42a3-b622-d6da8980d885,"Portraiture, Dramatic Portrait",portrait
3b519f10-d219-46f0-b2af-0e657e877ad3,"religious, portrait",religious art
3b649ed7-308e-40f0-b299-965dab454331,"Portraiture, Historical Portrait",portrait
3baf8941-9055-485b-bb20-40b0a6585f25,"Historical, Military",genre art
3bb598a4-b493-4d76-bd79-5692a06dd2d5,"Nautical, Religious",religious art
3bd0ea6c-96d6-40fb-a245-5227feac5b72,"Sports, Action","genre art, animal art"
3c0dc42c-1db6-4896-a0a3-9f53fd809081,"Nude, Romanticism","nude, genre art"
3c18af7a-bd9b-4863-b09c-7bab14a9005e,"portrait, portrait",portrait
3c7ce961-16b1-4253-980e-e6520ee4ce9e,"Modernism, Symbolism",history painting
3c7f5a9e-aa9f-4f1f-b466-6d7cb47f2f5c,landscape,architectural painting
3cd433f3-f6d4-4b19-aad3-21cdd11aeba6,religious,religious art
3d9aecf9-252a-4aad-bb17-0e13058ccad4,"Portraiture, Historical",portrait
3db262d9-1d8c-42fa-833c-e008f3a5d45c,"religious, iconography",religious art
3dd04c05-fbd5-492b-a4fe-201f3b6c4218,"Historical, Religious",mythological painting
3df7707d-490c-45fb-9104-b8ea87e91f65,"Portraiture, Historical Portrait",portrait
3e03a5b3-06c5-4015-bdd8-0c2b1252e5bd,"religious, painting",religious art
3e07b043-5a1b-433a-9df2-507c14c9606c,"religious, portrait",religious art
3e0f5d57-f39b-41dc-9cbb-7258547f81e6,"religious, painting",religious art
3e19bd02-4dd5-4e85-9060-0531d4fbcdda,"Portraiture, Realism",portrait
3e3a010e-8f53-4768-b16c-d8ebf54a2a5d,Banking,genre art
3e4fc642-2d75-4e2d-b7b4-57bdce87658a,"Portraiture, Historical",portrait
3e6ff4e1-6a10-473e-911c-7e6ceff02fb9,"landscape, genre painting",landscape painting
3ec5cb67-529e-4b0e-9bf4-63baf15e9033,"Religious, Symbolism",religious art
3f20f7bf-bca8-4848-a752-e696f12fb057,"landscape, still life",landscape painting
3f788d7a-85bf-4c77-aacb-39b4014533a0,"interior scene, genre painting",genre art
3fd9a05b-b0ae-472d-ae47-d4f8f3a41ea2,"Portraiture, Drama",portrait
3fda2e18-b470-4139-9c48-74e96b474d27,"landscape, classical architecture",architectural view
40183b94-a0b4-4871-a391-d5aa1842232a,"Portraiture, Miniature Painting",portrait
405ca90f-3c2c-41d1-9f1d-36ba31b22b51,"Portraiture, Historical",portrait
40626758-166e-458a-813f-4269517e314e,"landscape, still life",landscape painting
40a97aaf-98c0-4f58-9b8e-a3b7d29660ba,"landscape, figurative",landscape painting
40ca375b-38a4-4df7-b59f-0823258e73e5,"mythological, painting",mythological painting
40f8ce88-c40b-4418-a68c-e4ea619f99f4,"Historical, War",battle painting
41928b60-edaf-4cbd-a47f-c467087afb2c,"landscape, cityscape",landscape painting
41b77341-dcfa-4aae-9b0d-272f1128a044,"landscape, genre painting",figure painting
41fe6ac2-48be-4568-9c88-9035bc5c50df,"Romanticism, Nude Painting",portrait
421b7cc1-6652-465b-86a0-13d5f1ccc05a,"Portraiture, Military",portrait
427649e6-7257-471d-8d10-0e1f5560e355,"Portraiture, Historical",portrait
42c55f4d-236f-4fed-ad4d-fe318db24251,"landscape, cityscape",landscape painting
431c9c9e-a1f9-45a9-bc88-dbafa9577513,still life,still life
43686750-45fe-4094-a602-67be11ec264c,landscape,landscape painting
4368f1f8-7e5e-40d4-8add-1391c7415730,portrait,portrait
43ade17d-bf1a-4a9c-a855-26e6eab8ecb5,religious,religious art
43d5b1bf-4c9a-4cae-807e-018ce2027842,"Religious, Painting",religious art
443996fd-d0ec-4f37-8f06-824cb703c6d7,"Portraiture, Dramatic Scene",portrait
44621d85-d5c1-4e51-93ad-840f51be9466,"religious, landscape","figure painting, religious art"
4465a134-cf90-4147-b0b4-706894a1aa7c,"Romanticism, Nude Painting","portrait, nude"
448f2a1f-8752-4eca-8ab2-38added2820f,"landscape, cityscape",cityscape
453bc578-27e4-42f5-ab9a-6c7632906592,portrait,portrait
4576b6dc-1f8f-421e-8a2b-22fbafb16c54,"Portraiture, Historical",portrait
45c7e2ea-9997-4297-9668-dc25e3f590c8,"landscape, nautical",cityscape
45cce676-380c-49a4-81ba-157d2514350e,"Symbolism, Religious","nude, mythological painting"
46115f0c-c6ff-4c5b-a76b-71f13f2205c3,"Portraiture, Romanticism",portrait
461b4cd5-13c1-483a-ac83-adc092cc648d,"landscape, portrait",landscape painting
4624718a-4a69-4c63-8f9f-1740803ef1a4,"landscape, seascapes",landscape painting
463619ed-912a-4a46-b17e-1617afa69d2c,"Religious, Painting",religious art
46642723-e365-4b18-a237-f4c06b111074,"Religious, Historical",religious art
466c2f9c-2eb8-457d-85dd-72b548868508,"portrait, portraiture",portrait
46817707-8a22-4e67-8628-8f62c98c7b18,"religious, portrait",religious art
46b4ac7a-ce14-469e-b961-b9dd396579c8,"Portraiture, Dramatic Portrait",portrait
46b59aee-6cf0-4e48-9c17-3f86b63fe050,"Portraiture, Realism",portrait
46c73c73-5c10-4421-8682-173dec679453,"landscape, landscape with stormy sky",landscape painting
46e0d172-6120-4108-b8b1-c067dc455a06,"Portraiture, Family Portrait",family portrait
4733068b-2071-4ffa-a443-dd878fe7dc07,"landscape, seascapes",marine art
4734fae4-f40d-422b-9527-37134511b66c,"Religious, Historical",interior view
47689990-380e-4ffc-a086-2788fd120d0b,"landscape, cityscape, historical",Veduta
47ab5291-0eb2-4ef0-b2b6-43627c5c2059,"landscape, figurative",landscape painting
47cdc44c-3852-4d44-bcbc-6a668cad7040,"Portraiture, Mannerism",portrait
47e0511d-940b-4b14-a754-037f05f81678,"genre1, genre2, genre3",genre art
483a676f-2517-4781-ab13-893eef8716aa,"landscape, painting",landscape painting
484af0ad-cfa4-4bcd-84ea-2f099c1d2a09,"Domestic Scene, Kitchen",genre art
48a0cbeb-80bf-4259-b6e6-19f287f51961,"Religious, Symbolism",portrait
48ade423-95f1-471a-8442-1674f8a67de1,"portrait, royal attire",portrait
48da5f37-b878-464c-b531-12ed503f6e09,"Portraiture, Realism",portrait
48daffba-db61-48bb-aa82-662b5c1ecb79,"religious, historical",religious art
49123bd1-83ed-434b-9443-0f5d442de727,Impressionism,genre art
49132c1b-b046-4ab5-8fd3-18bb9f748cd8,"landscape, historical",religious art
494298ed-7d7f-470a-b313-ea58088be35e,"Romanticism, Artistic Expression","nude, mythological painting"
497334bb-3921-4f20-93d8-fe7376aa9b80,"landscape, landscape",landscape painting
497433d6-4942-4c2a-afb9-cdff097387ba,"religious, painting",religious art
499299ab-941f-43ff-94db-9668b10fc2f7,"portrait, portrait",portrait
49e2d1d8-b874-4e52-b6d6-6de828e32cff,"landscape, port",landscape painting
49f6cf3e-2285-419f-a7ae-309a9ddc90ff,"landscape, architecture",interior view
4a828a9c-1534-4f30-a5b9-f00237fdf837,"landscape, animal",landscape painting
4ac59245-fcc8-452c-9764-cdba72e0d439,Still Life,fruit painting
4ad59302-7699-4dcd-a5bf-73d570e7e241,"landscape, genre painting",portrait
4ae1de2b-18a5-477e-8ac0-d7463bd31751,"religious, portrait",religious art
4afa4094-bfc4-4ce9-8746-b020afb6f843,"mythological, religious",mythological painting
4b2a5e61-7669-445b-9765-04c91f94addc,"Still Life, Food and Drink",still life
4b72f2eb-af04-429e-ae8a-e06607620f73,"landscape, cityscape","landscape painting, marine art"
4bb0fd7f-6e7a-4288-8d2a-45d79ecaf019,"Historical, Religious",mythological painting
4bd9ace2-a584-440b-aaba-49b670267c9b,"portrait, portrait",portrait
4bef5160-94aa-422b-8f11-c9d3283f464e,"religious, painting",religious art
4c11b75b-81c0-4335-94c3-911c20290b3d,"Religious, Symbolism",religious art
4c3dfbca-9a42-42be-ad58-f94255d81a39,"portrait, historical",portrait
4cb91114-bcee-4344-b8a7-b7a22f932d4e,"landscape, landscape with mountains",landscape painting
4cf8e885-cfd3-47c2-9df0-61a46b7bd260,"Portraiture, Historical",portrait
4d1915ee-ef90-48ec-9844-2705027113d9,"religious, painting",religious art
4d272bbb-5a31-49e3-90eb-f04e7466f118,"Self-Portrait, Portraiture",self-portrait
4d821ac7-b3d2-4af8-9b47-aef67e4a75ea,"Portraiture, Military",portrait
4dc4b7c3-e8cb-468c-99f6-4483f7fcaa71,"landscape, watermill",landscape painting
4def5d13-42f9-4dbd-8a04-4224b0f90f26,"Symbolism, Figurative Art","religious art, genre art"
4e401c94-1dd1-4782-806d-eed9ed8c6527,"Portraiture, Romanticism",portrait
4e524f2c-6fe0-4727-9c98-171874fd2825,"religious, landscape",religious art
4e7188a6-4245-4d5c-a335-7db766e35f9c,"Abstract Expressionism, Geometric Abstraction",abstract art
4e7e1874-ba58-4a46-bffa-4908f711bc9c,"landscape, industrial",cityscape
4e993223-6d68-4e5d-8bae-a17f270fdb3f,"religious, historical",religious art
4e9ec6fb-05f2-4e23-8463-bbdd245c10f1,"religious, historical",religious art
4ed6a915-83eb-4f3f-a065-ccd4981b8e72,"religious, medieval",religious art
4f14b5c2-7c34-4ff4-b1c7-083a0890d174,"Portraiture, Realism",portrait
4f577162-e474-4244-82fc-8a87efa7e8cb,"Religious, Historical",allegory
4f8a83c2-c656-4698-83c2-6e64c23573df,"Religious, Historical",religious art
4fb04851-94ac-44cc-9e2c-b55fe914b863,"religious, iconographic",religious art
4fb8d3f5-a779-441d-b70a-9f4c84ef3ecb,"portrait, abstract expressionism",portrait
4fefa3d1-6ade-4aaf-b99f-83a43392619a,"Romanticism, Interior Scene",portrait
500acefe-7e17-46ce-85b6-f5007401dc9c,"Symbolism, Religious, Nude",mythological painting
5058e31f-4101-4914-8ab0-b9a6ad0d097e,religious,religious art
505bb35d-c57a-47ea-99aa-59f353dd9f50,"Romanticism, Historical",allegory
506a6427-0049-4796-a534-3f4281a9f077,"religious, painting",religious art
509f6eb4-d3fa-4c5a-bbaf-0c721f0d63fc,Still Life,still life
51021ccd-96f3-4400-9210-ff81a9366e42,"Portraiture, Miniature Painting",miniature
513c0c79-967f-40b6-8fbe-9d4680e2a525,religious painting,religious art
5151c9f3-cf9d-4598-ad74-90da585034d3,"Self-Portrait, Portraiture",portrait
51a867a7-571b-4caf-8eea-2a37e7088695,"landscape, painting",landscape painting
51b00820-78f4-4a6d-9cf7-528036c12a02,"landscape, natural landscape",landscape painting
51dd4992-ab78-4acf-ae16-37dbf1d532e1,portrait,portrait
52840469-8974-404b-8252-2e1444f1d8d4,"Portraiture, Historical",portrait
52e97f0e-8e86-4871-a11a-569e854ed68b,"landscape, naval",marine art
53747f27-200e-494a-82d7-be041b282f6d,"Romanticism, Historical","allegory, mythological painting"
537a3d3b-5092-48e5-ace1-3339fe3fc29b,landscape,landscape painting
53934132-6205-48d8-a367-bac191bd2684,"Religious, Historical",religious art
53d0e56f-96e4-4c2a-b1ae-347a520c5fe1,"Religious, Symbolism",allegory
5430cf90-21c2-463a-99fa-fdd3e390cc01,"Romanticism, Symbolism",mythological painting
54a711c8-2974-4ebd-b34e-9c1a5587dbc3,"Portraiture, Historical",portrait
54ac3514-28fd-4d3c-bede-aea248f6ff6c,portrait,portrait
54c09a15-ae3b-42a4-9092-b45f74612bf5,"religious, portrait",religious art
54d432d4-bb05-4554-bf7d-ece46578c938,"Baroque, Religious, Symbolism",mythological painting
54dea80b-ac5c-4f5d-866a-b68cb75d90db,landscape painting,landscape painting
54ef2133-91a3-4d38-a8ec-6db79448073b,"('JSON Error', '')",religious art
5503c42c-6d8e-482f-a273-3d43d29c7363,"religious, historical","history painting, nude"
551165e9-1421-4852-8f8f-60c0771ef563,"landscape, cityscape",capriccio
553abb62-b999-4371-b13a-1881783a9295,"landscape, landscape",landscape painting
55636cae-aa87-4ba9-9f76-a08af58d9fa4,"landscape, cityscape",architectural painting
5580b303-2ade-408f-9889-0b395dc3d0a9,"religious, painting",religious art
55c32a73-7ec3-454b-9954-af793baa7e80,"Portraiture, Realism",portrait
5608c623-aef3-4731-84dc-3d4be91d56df,"Portraiture, Historical",portrait
5610e8ff-825e-4a95-b7de-e0af5a4231e5,"religious, genre painting",genre art
562a967d-b91c-4beb-aaf0-78f4f5c681bd,Islamic Art,genre art
56528ab9-9e1a-4f08-8b6c-0e0374945a15,"Romanticism, Portraiture",portrait
568f74aa-f26d-4073-b8bd-4006446ffea9,"Romanticism, Nude Painting","nude, mythological painting"
569fbdd7-0098-40a6-82bd-bd75e394a538,"Still Life, Floral Still Life",floral painting
56d57c39-26de-4ca6-9024-4f717e01a46a,portrait,self-portrait
5700576a-6fb6-4e69-bfbf-2c730724674b,"landscape, cityscape",cityscape
570b2f2d-0a78-47f4-818d-02b68cda36eb,"landscape, natural landscape",landscape painting
570ca728-16f6-4b13-a272-f54fb8c17735,"religious, painting",religious art
57345c05-0ef1-4362-b52e-db41e0a4f678,"portrait, self-portrait",portrait
57513db2-c4b2-4880-bb8a-e1dcd71ea86d,"landscape, seascapes",landscape painting
57757cab-dcca-4287-90b9-d2d71dcf0cf3,"Impressionism, Naturalism",landscape painting
5779b515-77bf-4579-b0e8-ce4dce4580a1,"Religious, Historical",religious art
577bf1b5-340a-482a-baa7-90b0ba69a45f,"landscape, landscape with river",landscape painting
57a9c4e4-f245-4b72-a1bf-f403af61aa94,"Portraiture, Historical",portrait
57f431b9-52d9-479f-9b11-b66807393f34,"religious, iconography",religious art
582e4593-9b13-400f-93ef-0b56e9f5c375,"landscape, cityscape, portrait",religious art
5843ce8a-fd93-4c1d-8f9e-72cd834cb7a3,"Religious, Painting",religious art
5853c429-a556-4148-b2da-13657b258327,"portrait, historical",portrait
58899594-8d3d-4be9-ab6e-ba66242e7ec8,"religious, mythological",allegory
588a749b-92b0-40ae-be31-d4e1e984bef3,"Portraiture, Miniature Painting",portrait
58a2c038-5069-4d32-982e-38d63d9f9341,"religious, painting",religious art
58d18ecc-b1a3-4d78-bd29-ce68e5afd21c,"Portraiture, Military",portrait
58e171b2-8565-4e3a-9ad6-2ea03e282e08,"portrait, historical",portrait
593ea54e-d1d0-4109-bca4-aad612125324,"Sea Landscape, Stormy Sea",marine art
59535272-8b1e-4d83-9d08-1b7c04ad2446,"('JSON Error', '')",religious art
59758ada-6494-450a-8f7f-e33bb366955f,"Romanticism, Historical, Nude","nude, genre art"
59aeae22-60c5-4b22-91d7-5b694edd5fe5,"landscape, pastoral",idyll
59be4818-acd0-4a9b-a4a4-c63ccbbd1282,"religious, landscape",religious art
5a13e4c8-f8d4-455b-89f4-8884bb6f61e1,"Portraiture, Historical",portrait
5a188b58-ad5a-4cb9-9a2a-4933f1bdc671,"Historical, Military","marine art, history painting"
5aa2f715-3a0b-4cde-a538-2fd97c565c69,"Portraiture, Military",portrait
5aab3e71-8064-4664-bac3-5ec28a355fff,Still Life,still life
5afdcb83-15d2-4544-807f-1917d979f1cc,"landscape, cityscape",landscape painting
5b2c0dd9-e9fb-41ce-ba31-18d5310e90aa,"Romanticism, Nude Painting",genre art
5b3e1d2b-fe0c-4a48-8a76-cb1d0788d45d,portrait,portrait
5b7b176f-9f7d-4b21-92d7-8548ac2e1c7b,still-life,still life
5b81f9c9-2da0-4ec9-a28f-b6c22f656de4,"Portraiture, Historical",portrait
5bae949a-f978-4e57-924b-41b9cf03fc40,"Symbolism, Fantasy","nude, mythological painting"
5bf900dd-6bc8-44dd-b281-1ed9e0c9724e,still life,still life
5c189e92-b8eb-4a1a-a3cc-e968f321fdf7,"religious, iconographic",religious art
5c5621ad-f9fd-4f7d-a99e-9bda7ab041ed,"Romanticism, Portraiture",genre art
5c57a2cf-eaac-42e0-af03-96fec9a9d470,"landscape, cityscape",cityscape
5c711c3e-429f-4a9a-9518-b5d24160e54a,landscape,landscape painting
5c904979-2dc5-43a2-8066-a58a4ab2d292,"landscape, sunset",landscape painting
5cc65ff8-a5bd-4e63-949c-cccc180e3e5c,"landscape, cityscape",landscape painting
5ccb66e0-d064-4c88-9661-e3c4cf5d7b21,"Portraiture, Drama",portrait
5cce0afa-5654-43b6-ade2-70a03a1aad48,"landscape, cityscape",landscape painting
5d25ce6e-7e7a-4573-9b7a-2e089a6dbfa5,"Portraiture, Historical",portrait
5d4ad45d-f16c-4a05-8659-11558859202b,"Historical, Military",portrait
5d58acac-a713-4791-a5db-9e69ac451a8f,Still Life,"floral painting, still life"
5d71940c-87bc-4086-ad63-1f19bc9efecb,"folklore, religious",genre art
5d84d60e-7460-41d4-af88-ddfd0df1e9ae,"genre1, genre2, genre3",genre art
5dd8feb0-3747-47ae-b932-07698b166583,portrait,group portrait
5e172c64-ab4e-4dc3-8db9-7069355dfd14,religious,religious art
5e50c4bb-4b6b-46ba-bc5d-d1cf16e805a9,"religious, landscape",religious art
5e6209b3-aeff-4afb-ac2a-153f2b99a95d,"portrait, genre painting",portrait
5e743776-e17e-49e4-8e90-bcd99bb039de,"Portraiture, Realism",portrait
5ecba13e-be80-4385-80e9-cec56d7e5b74,landscape,religious art
5eee5b71-b685-4903-a5a2-0cfe570485be,"religious, portrait",religious art
5f2236dc-c579-49c3-b6d1-0b62a1542792,"landscape, pastoral",landscape painting
5f51d477-3e52-4313-9d49-f4d18691b03a,portrait,portrait
5f5ec02a-d272-4d2a-852b-7d1cd03a66b9,religious,genre art
5f64ace2-b0a1-4d66-b604-1f7859c38d6b,"('JSON Error', '')",religious art
5f6caada-b48e-458a-b447-1fc9ecd6063f,"landscape, cityscape, sunset",cityscape
5f77bf4b-6d4b-4c8e-b565-9093e993bdf4,"landscape, folk art",landscape painting
5fb0a6c4-4c28-4d70-b00e-9c12ab0bbd7f,"Portraiture, Military",portrait
5fbd3f86-85a6-4974-b873-7f89702da0d4,landscape,animal art
5fc94102-5899-4cc4-9535-973677e55ee2,"genre1, genre2",genre art
5fea3aad-3d8f-460c-8ffe-2a7c3558354d,Still Life,floral painting
5ffd48b7-7937-42be-a3c6-e6fecdaaaf9f,"religious, mythological",religious art
60101fc7-1d80-4caf-aa45-759722404823,portrait,portrait
60b27047-9e4b-4c83-a18f-8289cf1025e8,"landscape, seascapes",marine art
60c48ff3-59b2-4bb7-b854-034a5f868375,"Seascape, Nautical Scene",marine art
60f72519-8f22-4781-b22b-a6a1ccdd7e0d,"Portraiture, Realism",portrait
6126e79c-f7fc-4362-9b2d-a383187e1b41,portrait,portrait
61273c03-bd04-41f8-8ee5-e2b8b9205945,"landscape, river landscape",landscape painting
612fa264-aa2b-4970-a15d-8ea131900618,"landscape, cityscape",capriccio
6167da5c-7575-4c4e-92f9-b1f9b0cbade4,"Portraiture, Historical",portrait
6193d940-8c71-4dc2-95fc-18bc30945787,"landscape, maritime","landscape painting, marine art, capriccio"
61b0c21e-f877-4696-b875-a01fb7ed4dab,"portrait, portraiture",portrait
61bdd372-79fc-4af0-96a2-1d91974dce75,"interior, religious",church interior
61c76c26-367b-4ed3-914c-2ee4c2b42463,"folklore, folk art",religious art
6267b991-bf6c-46ab-ac04-f08094674642,"religious, painting",religious art
62768458-df4f-48c9-a031-c86c42a37a4a,"Dutch genre painting, Domestic scene",genre art
628cc65c-f1bf-405e-86e0-0636b9e652bc,"portrait, historical",portrait
62dffdd0-7e69-427a-b8b2-1afc9f147e18,religious,religious art
630ef8eb-7f69-4aff-aa4d-4e4f2e16aa74,"landscape, figurative",landscape painting
632e10c0-2231-459c-9a8f-58202946d574,portrait,portrait
6331de6f-94b0-4497-b35f-b2345a7e9c60,"Portraiture, Historical",portrait
63a24f03-cfd7-4a4e-b5c6-562118a7f45c,"Children's Art, Romanticism",mythological painting
63c91585-fc18-43f9-8974-500a906b035b,"Portraiture, Realism",portrait
63e6d022-3e1a-472d-8769-6dd772a6e58c,Madonna and Child,religious art
643ca7a9-4755-455e-a15d-85812033d573,"Portraiture, Military",portrait
6477f42e-ac1f-47a3-a5a4-f1edd75d58fc,landscape,landscape painting
64b9f529-9625-4d64-b3f6-b04cf4ddbbb3,portrait,portrait
64eeaf50-03d6-4b1a-854c-e6ecf5bf326a,"landscape, landscape with house",landscape painting
655deee8-7f8c-4987-88fb-5b1dccf96538,"landscape, animal",landscape painting
65819f7f-44a6-49c2-a36f-e97a44377266,"portrait, genre painting",portrait
66008323-1186-4ef7-a157-9570475c1057,"religious, painting",religious art
6609a21e-fc5a-47d6-bed5-c3ca32e6179b,"Portraiture, Historical",portrait
660ff871-8992-4635-827d-bcfb79d610ac,"landscape, cityscape",Veduta
664e2f8a-9826-4dc6-8066-45c5b7a7198f,"Realism, Portraiture","portrait, group portrait"
666abce5-d2d3-41de-886b-2183b841fc24,Impressionism,"portrait, nude"
66ac8008-9b9a-4fbb-a8ba-abdfcb565e92,"religious, portrait",religious art
66d5f597-1ffd-40f9-8ee6-ed394fa782b6,"Historical, Military",history painting
670f2996-3f75-4570-b3fb-094bd925e63b,"Portraiture, Pet Portraiture",portrait
67347233-e206-49d4-8d56-7d9229854a12,"religious, painting",religious art
6742a5d8-6440-493b-bfca-c09f109a35cf,"landscape, farm scene",landscape painting
67ada198-13c7-4e0e-83f2-d9b24fd85c81,"religious, painting",religious art
67edfa8f-e571-482f-a398-06ee006367ec,"Self-Portrait, Portraiture",self-portrait
686b8c23-34f4-4b27-882c-aa10aead3d6e,"Historical, Religious",history painting
688719fc-b2fc-4b42-bc77-ab745e4f062e,"Portraiture, Historical",portrait
68b051f8-4e11-4893-93d3-0ebb6610a445,religious,religious art
6946ee57-87ad-44e9-82ef-a9f8d72a7b38,"landscape, mountain landscape",landscape painting
694cb368-8a3d-4fba-82bc-ec6422bafc88,"landscape, pastoral","landscape painting, animal art"
698bcb9b-3af6-4168-9a04-ad1c13b22ac1,"Portraiture, Drama",history painting
69a7091a-8aac-4cd0-9c24-698f5347d31f,"Portraiture, Genre Painting",portrait
69baaa90-3a55-4b26-b26f-fac51ce1c9fd,"Portraiture, Historical",portrait
69bed559-9bb9-48e3-9969-d501750a4dd1,"Night Sky, Cityscape, Abstract",landscape painting
69ed618e-08bb-49ba-94d0-73f1f382b1c5,"landscape, seascapes",landscape painting
6a2d80c1-d8ff-415f-bf99-bb1186e8f9b4,Portraiture,portrait
6a2f6540-7fec-42f7-a6dc-54cad8dbe4cc,"landscape, village",landscape painting
6a3ffc83-c341-49f0-94e4-75d8a9b6c792,"Romanticism, Nude Painting","nude, genre art"
6a660c7d-11e3-48b7-a863-187f99cfaabb,"Romanticism, Love Story",religious art
6a7dacfb-c2b8-4848-b6bf-e8183026fc0c,"Still Life, Floral",floral painting
6abd5195-c0a7-4326-acbc-7ffb54febf20,portrait,portrait
6ad612d1-c7c9-4b95-8601-2c6b4ab3c6d5,"religious, painting",religious art
6aeb0f86-5ca1-45a0-9084-b774d8851a4b,"landscape, cityscape",landscape painting
6afced32-4397-4c1a-8152-e74a5c1efb48,"Still Life, Floral Still Life",floral painting
6b329c8a-b303-4e7b-ab0d-c730f86caacc,"Portraiture, Miniature Painting",portrait
6b4e8c6a-d388-4d01-8a5d-0505eec43e09,"landscape, sunset",landscape painting
6b9f3a09-b809-4438-b3c9-60932af4762d,Bullfighting,genre art
6bacbd36-f7a0-4fff-ac8a-a4eb07ccf265,"Portraiture, Realism",portrait
6bb3d739-22f4-4d78-bb09-84bbad5d306b,"portrait, religious",portrait
6bcf6612-2380-44ef-b6a3-3820f8bd02d1,"Modernism, Abstract Expressionism",church interior
6bd0f2b0-340d-4719-ad01-142a0dd97d33,"religious, portrait","history painting, nude"
6c2e0951-8c71-4129-b65f-0eda60343517,"mythology, religious",mythological painting
6c34211e-63c4-4617-a890-c7dd4bb8b735,"religious, portrait",religious art
6c95d2ad-bd6e-4370-8e39-1c80b06a54bc,"landscape, abstract",landscape painting
6cac2848-4ce1-4102-8d4f-32307e63fe6a,"Classical, Romantic",allegory
6cd4765c-d735-422c-b1b1-79bb02fdd2e8,"Portraiture, Romanticism",religious art
6d218ca9-683b-46e8-be56-033ee83ec771,"Romanticism, Nude",mythological painting
6d371908-1e0a-4d74-b514-79a9feedeba3,"religious, iconography",religious art
6d4f1e4a-daeb-4c65-ab2e-9d6fdaad27eb,American Indian Portrait,portrait
6d8bdadd-5403-4dfe-b612-c96f4fa0b5d6,Still Life,still life
6d9a220b-2dd9-4385-b704-b18659f1be44,portrait,portrait
6da2e9f2-6cb9-4541-8ede-567452f309a8,"Historical, Military",equestrian portrait
6dd36cdc-db5f-4661-971a-de3097e62ee2,"Portraiture, Historical",portrait
6e58e024-bdda-4772-b814-c5b364d24a47,"Romanticism, Love",mythological painting
6e734121-af33-4c6f-9856-4582c245e77b,"religious, historical",religious art
6ee2e3c9-b7fc-41dd-a963-cda0854caf0b,"Romanticism, Portraiture",history painting
6eefd02b-ede1-49ff-a954-51b12d059d5a,"religious, portrait",religious art
6f324983-c780-485c-bab9-478d1ff5188d,"Portraiture, Historical",self-portrait
6f379b7b-688a-4cbe-9a48-46ec84bf9d0d,"landscape, still life",landscape painting
6f4c4a5b-4623-4aff-818f-dbe758a31b1d,"Portraiture, Historical",portrait
702447eb-bba0-4a28-a3da-3fddbd9771e4,"religious, iconography",religious art
7039d8ed-ef22-402c-89f3-14d77c9eeb7e,"Portraiture, Religious Art",portrait
703d30ac-2cdb-4d28-b004-24a212548b9d,"religious, painting",religious art
70711190-c40c-4b10-8ac7-9ac406f1575c,"landscape, historical",cityscape
70bb59da-08a5-43d9-91a4-48ab4ecf0522,"landscape, landscape with figures",landscape painting
70c1fec7-c7a3-4d0a-8ec7-33c5cb132547,"Portraiture, Historical",portrait
70e02870-986a-43a3-8296-84b0da45248b,"Romanticism, Symbolism",mythological painting
7196ac46-e454-4dcc-8621-5b210bc93008,"landscape, cityscape",cityscape
7196f66e-71c9-47e3-ad41-100b3da34a3c,"landscape, river landscape",landscape painting
71c6ffcd-dd29-45c7-b0c2-6f5b7553807c,"religious, painting",religious art
71de1f88-10f1-4dc7-9c50-14065e1d8bf3,"landscape, seascape, nautical",religious art
71f3ceaf-5c44-4631-a44e-aa06131a0e50,"portrait, genre painting",history painting
71ffddb6-a71e-46e5-8e65-b57337961c47,"landscape, cityscape",Veduta
724a3d69-eb3d-4bfa-9003-aa3a4f16fabc,"Portraiture, Realism",portrait
725ef608-3b60-4a87-94e6-b7911a5cc9b6,"classical, historical",interior view
726f78e6-00cb-41bb-986c-c841351590de,"landscape, nautical","marine art, history painting"
72a6cddc-e151-43f5-9f94-c79a22b6b89b,landscape,landscape painting
72bdf5bd-bfe6-4c3e-a9cd-6e8ddde734d6,"religious, historical",religious art
72d615aa-e771-43e3-82cd-046afda2ff05,"portrait, expressionism",portrait
72e9109f-f583-4837-bd26-71c69d8eb86c,"landscape, cityscape","landscape painting, marine art"
7339a13c-bb96-4ea2-a7a8-599139efbb7c,"portrait, historical",portrait
7364195e-01f3-4acc-8c7c-fb626d55e934,still life,still life
742a3553-47b4-47bf-9cb5-58d2008c028d,Still Life,still life
7445b903-5923-4f5b-980c-00e37dfdbf9a,"Portraiture, Historical",portrait
